Provider Name,AHFoZ Number,Registration Number,Provider Type,Speciality,Medical Aid Accepted,Organisation,Address,City,Province,Phone,Mobile,Email,Website,Contact Person,Latitude,Longitude,Source URL,Source Title,Last Verified,Notes
SMART OPTICAL HUB,800643,,Healthcare Provider,,PSMAS,PSMAS Network,"3 WIMBLEDON, EASTLEA",Eastlea,Harare,772449331,776522232,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-SPECIALISTS-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-SPECIALISTS-NETWORK-07-26,2026-07-27,Section: OPTICALS | Imported from repository PSMAS Excel | Section: OPTICALS
SMART ORAL ANATOMY CLINIC,80037,,Clinic,,PSMAS,,109 NELSON MANDELA,,,,787088526,,,,,,https://psmas.co.zw/view-download-provider-list/,PSMAS Provider Network List (Excel),2026-07-27,Imported from repository PSMAS Excel
SONOCARE IMAGING CENTRE,460508,,Radiology Centre,Radiology,PSMAS,PSMAS Network,"52,4TH STREET PARADISE PARK",Marondera,Mashonaland East,,782039345 / 0775858579,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MASHONALAND-EAST-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MASHONALAND-EAST-NETWORK-07-26,2026-07-27,Section: RADIOLOGY | Imported from repository PSMAS Excel | Section: RADIOLOGY
SONOCARE RADIOLOGY,691618,,Radiology Centre,Radiology,PSMAS,PSMAS Network,STAND 16072 UNIT G SEKE,Chitungwiza,Harare,0242131319,772586143,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: RADIOLOGY | Imported from repository PSMAS Excel | Section: RADIOLOGY
SOUTH MEDICAL CHITUNGWIZA,70410,,Dentist,Dentistry,PSMAS,PSMAS Network,STAND 14656 HADZINANHANGA RD ZENGEZA 4,Chitungwiza,Harare,8644309169,774733316,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: DENTISTS 8644309169 | Imported from repository PSMAS Excel | Section: DENTISTS 8644309169
SOUTH MEDICAL CHITUNGWIZA HOSP LAB,291267,,Laboratory,,PSMAS,PSMAS Network,14656 HADZINANHANGA ROAD ZENGEZA 4,Chitungwiza,Harare,0242131319,774733316,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: LABORATORY | Imported from repository PSMAS Excel | Section: REHABILITATION
SOUTHERN PHARMACY,275085,,Occupational Health Clinic,,PSMAS,PSMAS Network,"4041 JABAVU DRIVE, HIGHFIELD",Highfield,Harare,,771038918,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: WELLNESS PROVIDERS | Imported from repository PSMAS Excel | Section: PHARMACIES
SOUTHLEA PARK,500259,,Private Hospital,,PSMAS,PSMAS Network,STAND 123 SOUTHLEA PARK,Harare,Harare,242620588,715594352,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PRIVATE HOSPITALS
SOUTHMEDICAL CHITUNGWIZA,50679,,Hospital,,PSMAS,PSMAS Network,STAND 14656 HADZINANHANGA RD ZENGEZA 4,Chitungwiza,Harare,08677004965,774733316,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: HOSPITALS | Imported from repository PSMAS Excel | Section: HOSPITALS
SOUTHMEDICAL CHITUNGWIZA HOSP-IMAGING,31059,,Radiology Centre,Radiology,PSMAS,PSMAS Network,"14656 HADZINANHANGA ROAD, ZENGEZA 4",Chitungwiza,Harare,,774733316,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: RADIOLOGY | Imported from repository PSMAS Excel | Section: RADIOLOGY
SOUTHVIEW PHARMACY,273961,,Occupational Health Clinic,,PSMAS,PSMAS Network,"5832 SOUTHVIEW TOWNSHIP, FIDELITY PARK",Fidelity Park,Harare,,777558678,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: WELLNESS PROVIDERS | Section: PHARMACIES
SPARKHILL,500593,,Dialysis Centre,,PSMAS,PSMAS Network,4 7TH STREET GWERU,Gweru,Midlands,542233201,542233201,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MIDLANDS-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MIDLANDS-PROVIDER-NETWORK-07-26,2026-07-27,Section: DIALYSIS | Imported from repository PSMAS Excel | Section: DIALYSIS
SPARKLING OPTICAL STORE,800872,,Healthcare Provider,,PSMAS,PSMAS Network,89 KWAME NKRUMAH AVENUE- SHOP 4,Cbd,Harare,,773633415,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-SPECIALISTS-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-SPECIALISTS-NETWORK-07-26,2026-07-27,Section: OPTICALS | Imported from repository PSMAS Excel | Section: OPTICALS
SPECS GALAXY,800945,,Healthcare Provider,,PSMAS,PSMAS Network,"745 4TH STREET, NUMBER 1 HATCLIFFE",Hatcliffe,Harare,713944588,788136180,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-SPECIALISTS-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-SPECIALISTS-NETWORK-07-26,2026-07-27,Section: OPTICALS | Imported from repository PSMAS Excel | Section: OPTICALS
SPECSAVERS,800457,,Dentist,Dentistry,PSMAS,PSMAS Network,DA SERVICE STATION,Marondera Cbd,Mashonaland East,,785684868,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MASHONALAND-EAST-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MASHONALAND-EAST-NETWORK-07-26,2026-07-27,Section: DENTAL | Imported from repository PSMAS Excel | Section: DENTAL
SPES PATHOLOGIKA CLINICAL LABS,292182,,Laboratory,,PSMAS,PSMAS Network,115 CORNER FIFE AND 3RD AVENUE,Cbd,Harare,24254486,783825160,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: LABORATORIES | Imported from repository PSMAS Excel | Section: LABORATORIES
SPRINGVALE,81293,,Pharmacy,,PSMAS,PSMAS Network,"SHOP G02 FORESTRY COMM BLD 71 FIFE ST, BULAWAYO",Bulawayo,Bulawayo,2888144,712881493,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/BULAWAYO-PROVINCE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - BULAWAYO-PROVINCE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PHARMACY | Imported from repository PSMAS Excel | Section: PHARMACY
SR PANDHLA,960071,,Doctor,Specialist,PSMAS,PSMAS Network,"10 DEBY RD WINDSOR PARK, GWERU",Gweru,Midlands,,,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MIDLANDS-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MIDLANDS-PROVIDER-NETWORK-07-26,2026-07-27,Section: SPECIALISTS | Imported from repository PSMAS Excel | Section: SPECIALISTS
ST ALBERTS MISSION,41696,,Rehabilitation Centre,Physiotherapy,PSMAS,PSMAS Network,CENTENARY,Centenary,,,773691907,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MASHONALAND-CENTRAL-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MASHONALAND-CENTRAL-NETWORK-07-26,2026-07-27,Section: PHYSIOTHERAPIST
ST JOHNS AMBULANCE,56878,,Ambulance Service,,PSMAS,PSMAS Network,GWERU,Gweru,Midlands,,776939653,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MIDLANDS-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MIDLANDS-PROVIDER-NETWORK-07-26,2026-07-27,Section: AMBULANCES | Imported from repository PSMAS Excel | Section: AMBULANCES
ST JOHNS AMBULANCE ASSOCIATION,56898,,Ambulance Service,,PSMAS,PSMAS Network,"102 BAINES AVENUE, HARARE",Cbd,Harare,242704870,774452233,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: AMBULANCE SERVICE PROVIDERS | Imported from repository PSMAS Excel | Section: AMBULANCE | Section: AMBULANCE SERVICE PROVIDERS | Section: AMBULANCE
ST MICHAEL'S 24 HOUR,50274,,Hospital,,PSMAS,PSMAS Network,"UNIT N SEKE, CHITUNGWIZA",Chitungwiza,Harare,270216320,774142182,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: HOSPITALS | Imported from repository PSMAS Excel | Section: HOSPITALS
ST MICHAELS 24 HR RADIOLOGY SERVICES,69183,,Radiology Centre,Radiology,PSMAS,PSMAS Network,"UNIT N SEKE, CHITUNGWIZA",Chitungwiza,Harare,,774142182,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: RADIOLOGY | Imported from repository PSMAS Excel | Section: RADIOLOGY
ST THERESA MISSION HOSPITAL,410882,,Doctor,General Practitioner,PSMAS,PSMAS Network,"P.O.BOX 15 CHARANDURA, MVUMA",Mvuma,Midlands,,712860869,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MIDLANDS-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MIDLANDS-PROVIDER-NETWORK-07-26,2026-07-27,Section: GENERAL PRACTITIONER | Imported from repository PSMAS Excel | Section: GENERAL PRACTITIONER
ST WILFREDS,500291,,Private Hospital,,PSMAS,PSMAS Network,PLOT 2466 JUMBO ROAD,Harare,Harare,2422813200,780147100,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PRIVATE HOSPITALS | Imported from repository PSMAS Excel | Section: PRIVATE HOSPITALS
STERLING PRIVATE HOSPITAL,500142,,Pharmacy,,PSMAS,PSMAS Network,CORNER CHATHAM AND MALVERN,Mvurwi,Mashonaland Central,,719370380,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MASHONALAND-CENTRAL-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MASHONALAND-CENTRAL-NETWORK-07-26,2026-07-27,Section: MBIRE MT DARWIN CROSS COUNTRY PHARMACY MT DARWIN
STRATHAVEN PHARMACY,81973,,Doctor,General Practitioner,PSMAS,PSMAS Network,SHOP 4 STRATHAVEN SHOPS,Strathaven,Harare,242339990,780047124,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: GENERAL PRACTITIONERS | Imported from repository PSMAS Excel | Section: PHARMACIES
SUBURBAN,50660,,Private Hospital,,PSMAS,PSMAS Network,STAND 3489 WARREN PARK,Harare,Harare,242611700,772764492,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PRIVATE HOSPITALS | Imported from repository PSMAS Excel | Section: PRIVATE HOSPITALS
SUBURBAN LAB,293670,,Laboratory,,PSMAS,PSMAS Network,WARREN PARK 1 SHOPPING CENTRE,Warren Park,Harare,0242228132,784569019,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: LABORATORIES | Imported from repository PSMAS Excel | Section: LABORATORIES
SUBURBAN MEDICAL,74098,,Dentist,Dentistry,PSMAS,PSMAS Network,STAND 3489 WARREN PARK,Warren Park,Harare,242228132,772705920,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: DENTISTS | Imported from repository PSMAS Excel | Section: DIALYSIS UNITS
SUBURBAN PHARMACY,86813,,Occupational Health Clinic,,PSMAS,PSMAS Network,STAND 3489 WARREN PARK 1,Warren Park 1,Harare,0242228132,772602442,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: WELLNESS PROVIDERS | Section: PHARMACIES
SUBURBAN RADIOLOGY CENTRE,31040,,Radiology Centre,Radiology,PSMAS,PSMAS Network,WARREN PARK 1 SHOPPING CENTRE,Warren Park,Harare,242228132,242228132,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: RADIOLOGY | Imported from repository PSMAS Excel | Section: RADIOLOGY
SUNNINGDALE,506340,,Private Hospital,,PSMAS,PSMAS Network,16075 40TH CLOSE SUNNINGDALE,Harare,Harare,242576522,775795699,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PRIVATE HOSPITALS | Imported from repository PSMAS Excel | Section: LABORATORY | Section: PRIVATE HOSPITALS | Section: PRIVATE HOSPITALS
SUNNINGDALE MEDICAL CENTRE DENTAL,700029,,Dentist,Dentistry,PSMAS,PSMAS Network,16075- 10TH STREET SUNNINGDALE 2,Sunningdale 2,Harare,242576522,775795699,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: DENTISTS | Imported from repository PSMAS Excel | Section: DIALYSIS UNITS
SUNNINGDALE MEDICAL CENTRE LABORATORY,297108,,Laboratory,,PSMAS,PSMAS Network,16075- 10TH STREET SUNNINGDALE 2,Sunningdale 2,Harare,242576522,775795699,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: LABORATORIES | Imported from repository PSMAS Excel | Section: LABORATORIES
SUNNINGDALE MEDICAL CENTRE MARTENITY,502710,,Laboratory,,PSMAS,PSMAS Network,16075- 10TH STREET SUNNINGDALE 2,Harare,Harare,242576522,775795699,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: LABORATORY | Imported from repository PSMAS Excel | Section: PRIVATE HOSPITALS
SUNNINGDALE MEDICAL CENTRE RADIOLOGY,699985,,Radiology Centre,Radiology,PSMAS,PSMAS Network,16075- 10TH STREET SUNNINGDALE 2,Sunningdale 2,Harare,242576522,775795699,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: RADIOLOGY | Imported from repository PSMAS Excel | Section: RADIOLOGY
SUNRISE PHARMACY,270466,,Pharmacy,,PSMAS,PSMAS Network,"SHOP 2 ENGENEERING HOUSE, 88 REZENDE STREET",Cbd,Harare,,775879599,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PHARMACIES | Imported from repository PSMAS Excel | Section: PHARMACIES
SUNSHINE PHYSIOTHERAPY,341232,,Rehabilitation Centre,Physiotherapy,PSMAS,PSMAS Network,"5393 MKHOSANA, VIC FALLS",Victoria Falls,Matabeleland North,,717838454,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26,2026-07-27,Section: PHYSIOTHERAPY
SUNWAY CITY,1272,,Healthcare Provider,,PSMAS,,SUNWAY CITY MEDICAL CLINIC,,,,773586831,,,,,,https://psmas.co.zw/view-download-provider-list/,PSMAS Provider Network List (Excel),2026-07-27,Imported from repository PSMAS Excel
SUNWAY CITY MEDICAL CLINIC,13048,,Doctor,General Practitioner,PSMAS,PSMAS Network,1272 VENTERSBURG ROAD SUNWAY CITY,Sunway City,Harare,,773586831,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: GENERAL PRACTITIONERS
SUNWAY PHARMACY,274822,,Pharmacy,,PSMAS,PSMAS Network,1272 VENTERSBURG ROAD SUNWAY CITY,Ruwa,Harare,242134304,771400752,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PHARMACIES | Imported from repository PSMAS Excel | Section: PHARMACIES
SYED N.A. S,1031,,Doctor,General Practitioner,PSMAS,PSMAS Network,"4-5 KOEFMAN COURT, ANGELBACK MBARE",Mbare,Harare,,772352315,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/PSMAS-PROVIDER-NETWORK-LIST-07-26.pdf,PSMAS Provider Network PDF - PSMAS-PROVIDER-NETWORK-LIST-07-26,2026-07-27,Section: GENERAL PRACTITIONERS | Section: PHARMACIES | Imported from repository PSMAS Excel
T.GUNGUWO,18002,,Doctor,Surgeon,PSMAS,PSMAS Network,122 TONGOGARA 12TH AVENUEBTWN12TH&1313TH,Cbd,Bulawayo,,778147638,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/BULAWAYO-SPECIALISTS-NETWORK-07-26.pdf,PSMAS Provider Network PDF - BULAWAYO-SPECIALISTS-NETWORK-07-26,2026-07-27,Section: GENERAL SURGEON | Imported from repository PSMAS Excel | Section: GENERAL SURGEON
T.GUTU,101334,,Rehabilitation Centre,Physiotherapy,PSMAS,PSMAS Network,SUITE 34 MEDICAL CENTRE,Cbd,Bulawayo,,773785427,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/BULAWAYO-SPECIALISTS-NETWORK-07-26.pdf,PSMAS Provider Network PDF - BULAWAYO-SPECIALISTS-NETWORK-07-26,2026-07-27,Section: PHYSIOTHERAPISTS | Imported from repository PSMAS Excel | Section: PHYSIOTHERAPISTS
T.H MUMBENGEGWI,30654,,Doctor,General Practitioner,PSMAS,PSMAS Network,57 H. CHITEPO,Bulawayo,Bulawayo,,772533703,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/BULAWAYO-PROVINCE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - BULAWAYO-PROVINCE-PROVIDER-NETWORK-07-26,2026-07-27,Section: GENERAL PRACTITIONERS | Imported from repository PSMAS Excel | Section: GENERAL PRACTITIONERS
T.SIBANDA,190136,,Doctor,Surgeon,PSMAS,PSMAS Network,17 R MUGABE WAY,Cbd,Bulawayo,,772396061,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/BULAWAYO-SPECIALISTS-NETWORK-07-26.pdf,PSMAS Provider Network PDF - BULAWAYO-SPECIALISTS-NETWORK-07-26,2026-07-27,Section: GENERAL SURGEON | Imported from repository PSMAS Excel | Section: GENERAL SURGEON
TACTYFIN PHARMACY MAKONI,279300,,Pharmacy,,PSMAS,PSMAS Network,19667 UNIT G SEKE CHITUNGWIZA,Chitungwiza,Harare,02421213570,774127792,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/HARARE-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - HARARE-PROVIDER-NETWORK-07-26,2026-07-27,Section: PHARMACIES | Imported from repository PSMAS Excel | Section: PHARMACIES
TAIT DENTAL CLINIC,480533,,Dentist,Dentistry,PSMAS,PSMAS Network,229 TAIT AVENUE,Rusape,Manicaland,252053372,774302400,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MANICALAND-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MANICALAND-NETWORK-07-26,2026-07-27,Section: DENTISTS | Imported from repository PSMAS Excel | Section: DENTAL
TAIT LABORATORY,450499,,Laboratory,,PSMAS,PSMAS Network,229 TAIT AVENUE,Rusape,Manicaland,252053372,774302400,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MANICALAND-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MANICALAND-NETWORK-07-26,2026-07-27,Section: LABORATORIES | Imported from repository PSMAS Excel | Section: LABORATORIES
TAIT MEDICAL CENTRE,500836,,Hospital,,PSMAS,PSMAS Network,229 TAIT AVENUE,Rusape,Manicaland,252053372,774302400,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MANICALAND-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MANICALAND-NETWORK-07-26,2026-07-27,Section: HOSPITALS | Imported from repository PSMAS Excel | Section: HOSPITALS
TAIT MEDICAL CENTRE RADIOLOGY,690457,,Radiology Centre,Radiology,PSMAS,PSMAS Network,229 229 TAIT AVENUE,Rusape,Manicaland,,774302400,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MANICALAND-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MANICALAND-NETWORK-07-26,2026-07-27,Section: RADIOLOGY
TAONA DUBE,579971,,Doctor,Anaesthetist,PSMAS,PSMAS Network,GWANDA HOSPITAL BOX 125 GWANDA,Gwanda,Matabeleland South,,776230715,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MATEBELELAND-SOUTH-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MATEBELELAND-SOUTH-PROVIDER-NETWORK-07-26,2026-07-27,Section: NURSE ANAESTHETISTS
TARIRO MEDICAL CENTRE,500445,,Hospital,,PSMAS,PSMAS Network,45 CHINGAIRA STREET,Rusape,Manicaland,,252052365,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MANICALAND-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MANICALAND-NETWORK-07-26,2026-07-27,Section: HOSPITALS | Imported from repository PSMAS Excel | Section: HOSPITALS
TAYI J,8435,,Doctor,Anaesthetist,PSMAS,PSMAS Network,59-3RD STREET GWERU,Gweru,Midlands,054221195,054221195,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MIDLANDS-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MIDLANDS-PROVIDER-NETWORK-07-26,2026-07-27,Section: NURSE ANAESTHETIST | Imported from repository PSMAS Excel | Section: GENERAL PRACTITIONER
TAZIWA F,8230,,Doctor,General Practitioner,PSMAS,PSMAS Network,367 41ST CRESCENT,Kuwadzana,Harare,242210605,774079208,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/PSMAS-PROVIDER-NETWORK-LIST-07-26.pdf,PSMAS Provider Network PDF - PSMAS-PROVIDER-NETWORK-LIST-07-26,2026-07-27,Section: GENERAL PRACTITIONERS | Section: PHARMACIES | Imported from repository PSMAS Excel
TECHNICARE DENTAL,700657,,Dentist,Dentistry,PSMAS,PSMAS Network,107 HERBERT CHITEPO,Cbd,Manicaland,783222050,774018594,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MANICALAND-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MANICALAND-NETWORK-07-26,2026-07-27,Section: DENTISTS | Imported from repository PSMAS Excel | Section: DENTISTS
TENDAI MTETWA,590568,,Doctor,General Practitioner,PSMAS,PSMAS Network,129 ELMSWOOD,Marondera Cbd,Mashonaland East,652324449,775321876,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MASHONALAND-EAST-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MASHONALAND-EAST-NETWORK-07-26,2026-07-27,Section: GENERAL PRACTITIONERS | Imported from repository PSMAS Excel | Section: GENERAL PRACTITIONERS
THB DENTAL,70623,,Dentist,Dentistry,PSMAS,PSMAS Network,"95 WEST DRIVE, VICTORIA FALLS",Victoria Falls,Matabeleland North,0832846634,775115128,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26,2026-07-27,Section: DENTIST | Imported from repository PSMAS Excel | Section: DENTIST
THB PRIVATE HOSPITAL,501567,,Hospital,,PSMAS,PSMAS Network,"95 WEST DRIVE, VICTORIA FALLS",Hwange,Matabeleland North,0832846634,0731950927,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26,2026-07-27,Section: HOSPITAL | Imported from repository PSMAS Excel | Section: HOSPITAL
THB RADIOLOGY,697100,,Radiology Centre,Radiology,PSMAS,PSMAS Network,"95 WEST DRIVE, VICTORIA FALLS",Victoria Falls,Matabeleland North,0832846634,775115128,,,,,,https://psmas.co.zw/wp-content/uploads/2026/07/MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26.pdf,PSMAS Provider Network PDF - MATEBELELAND-NORTH-PROVIDER-NETWORK-07-26,2026-07-27,Section: RADIOLOGY | Imported from repository PSMAS Excel | Section: RADIOLOGY
